,Sentences,Sentiments
2278,"Eastern Boundary Upwelling Systems (EBUS) are amongst the most productive ocean ecosystems. Increasing ocean acidification and oxygen loss are negatively impacting two of the four major upwelling systems: the California Current and Humboldt Current (high confidence). Ocean acidification and decrease in oxygen level in the California Current upwelling system have altered ecosystem structure, with direct negative impacts on biomass production and species composition (medium confidence). {Box 5.3, Figure SPM.2}",27
2279,A.5.4,27
2280,Ocean,27
2281,warming,27
2282,in,27
2283,the,27
2284,20th,27
2285,century,27
2286,and,27
2287,beyond has contributed to an overall decrease in,27
2288,"maximum catch potential (medium confidence), compounding the impacts from overfishing for some fish stocks (high confidence). In many regions, declines in the abundance of fish and shellfish stocks due to direct and indirect effects of global warming and biogeochemical changes have already contributed to reduced fisheries catches (high confidence). In some areas, changing ocean conditions have contributed to the expansion of suitable habitat and/ or increases in the abundance of some species (high confidence). These changes have been accompanied by changes in species composition of fisheries catches since the 1970s in many ecosystems (medium confidence). {3.2.3, 5.4.1, Figure SPM.2}",27
2289,12,27
2290,,27
2291,"A. 6 Coastal ecosystems are affected by ocean warming, including intensified marine heatwaves, acidification, loss of oxygen, salinity intrusion and sea level rise, in combination with adverse effects from human activities on ocean and land (high confidence). Impacts are already observed on habitat area and biodiversity, as well as ecosystem functioning and services (high confidence). (4.3.2, 4.3.3, 5.3, 5.4.1, 6.4.2, Figure SPM.2}",27
2292,"K4* Vegetated coastal ecosystems protect the coastline from storms and erosion and help buffer the impacts of sea level rise. Nearly 50% of coastal wetlands have been lost over the last 100 years, as a result of the combined effects of localised human pressures, sea level rise, warming and extreme climate events (high confidence). Vegetated coastal ecosystems are important carbon stores; their loss is responsible for the current release of 0.04-1.46 GtC yr1 (medium confidence). In response to warming, distribution ranges of seagrass meadows and kelp forests are expanding at high latitudes and contracting at low latitudes since the late 1970s (high confidence), and in some areas episodic losses occur following heatwaves (medium confidence). Large-scale mangrove mortality that is related to warming since the 1960s has been partially offset by their encroachment into subtropical saltmarshes as a result of increase in temperature, causing the loss of open areas with herbaceous plants that provide food and habitat for dependent fauna (high confidence). {4.3.3, 5.3.2, 5.3.6, 5.4.1, 5.5.1, Figure SPM.2}",27
2293,"K4* Increased sea water intrusion in estuaries due to sea level rise has driven upstream redistribution of marine species (medium confidence) and caused a reduction of suitable habitats for estuarine communities (medium confidence). Increased nutrient and organic matter loads in estuaries since the 1970s from intensive human development and riverine loads have exacerbated the stimulating effects of ocean warming on bacterial respiration, leading to expansion of low oxygen areas (high confidence). {5.3.1}",27
2294,"K4* The impacts of sea level rise on coastal ecosystems include habitat contraction, geographical shift of associated species, and loss of biodiversity and ecosystem functionality. Impacts are exacerbated by direct human disturbances, and where anthropogenic barriers prevent landward shift of marshes and mangroves (termed coastal squeeze) (high confidence). Depending on local geomorphology and sediment supply, marshes and mangroves can grow vertically at rates equal to or greater than current mean sea level rise (high confidence). {4.3.2, 4.3.3, 5.3.2, 5.3.7, 5.4.1}",27
2295,"K4* Warm-water coral reefs and rocky shores dominated by immobile, calcifying (e.g., shell and skeleton producing) organisms such as corals, barnacles and mussels, are currently impacted by extreme temperatures and ocean acidification (high confidence). Marine heatwaves have already resulted in large-scale coral bleaching events at increasing frequency (very high confidence) causing worldwide reef degradation since 1997, and recovery is slow (more than 15 years) if it occurs (high confidence). Prolonged periods of high environmental temperature and dehydration of the organisms pose high risk to rocky shore ecosystems (high confidence). {SR.1.5; 5.3.4, 5.3.5, 6.4.2, Figure SPM.2}",27
2296,13,27
2297,,27
2298,Observed Impacts on People and Ecosystem Services,27
2299,"A.7 Since the mid-20th century, the shrinking cryosphere in the Arctic and high mountain areas has led to predominantly negative impacts on food security, water resources, water quality, livelihoods, health and well-being, infrastructure, transportation, tourism and recreation, as well as culture of human societies, particularly for Indigenous peoples (high confidence). Costs and benefits have been unequally distributed across populations and regions. Adaptation efforts have benefited from the inclusion of Indigenous knowledge and local knowledge (high confidence). {1.1,1.5,1.6.2, 2.3, 2.4, 3.4, 3.5, Figure SPM.2}",27
2300,A.7.1,27
2301,^3,27
2302,"Food and water security have been negatively impacted by changes in snow cover, lake and",9
2303,"river ice, and permafrost in many Arctic regions (high confidence). These changes have disrupted access to, and food availability within, herding, hunting, fishing, and gathering areas, harming the livelihoods and cultural identity of Arctic residents including Indigenous populations (high confidence). Glacier retreat and snow cover changes have contributed to localized declines in agricultural yields in some high mountain regions, including Hindu Kush Himalaya and the tropical Andes (medium confidence). {2.3.1, 2.3.7, Box 2.4, 3.4.1, 3.4.2, 3.4.3, 3.5.2, Figure SPM.2}",9
2304,"In the Arctic, negative impacts of cryosphere change on human health have included",27
2305,"increased risk of food- and waterborne diseases, malnutrition, injury, and mental health challenges especially among Indigenous peoples (high confidence). In some high mountain areas, water quality has been affected by contaminants, particularly mercury, released from melting glaciers and thawing permafrost (medium confidence). Health-related adaptation efforts in the Arctic range from local to international in scale, and successes have been underpinned by Indigenous knowledge (high confidence). {1.8, Cross-Chapter Box 4 in Chapter 1, 2.3.1, 3.4.3}",27
2306,Arctic,27
2307,"residents,",27
2308,especially,27
2309,Indigenous,27
2310,"peoples,",27
2311,"have adjusted the timing of activities to respond to changes in seasonality and safety of land, ice, and snow travel conditions. Municipalities and industry are beginning to address infrastructure failures associated with flooding and thawing permafrost and some coastal communities have planned for relocation (high confidence). Limited funding, skills, capacity, and institutional support to engage meaningfully in planning processes have challenged adaptation (high confidence). {3.5.2, 3.5.4, Cross-Chapter Box 9}",27
2312,,27
2313,Summertime Arctic ship-based transportation (including tourism) increased over the past two,27
2314,"decades concurrent with sea ice reductions (high con/7c/e/7ce). This has implications for global trade and economies linked to traditional shipping corridors, and poses risks to Arctic marine ecosystems and coastal communities (high confidence), such as from invasive species and local pollution. {3.2.1, 3.2.4, 3.5.4, 5.4.2, Figure SPM.2}",27
2315,,27
2316,"In past decades, exposure of people and infrastructure to natural hazards has increased due to growing population, tourism and socioeconomic development (high confidence). Some disasters have been linked to changes in the cryosphere, for example in the Andes, high mountain Asia, Caucasus and European Alps (medium confidence). {2.3.2, Figure SPM.2}",27
