,Source,Content
9951,UNEP-2015-8.txt,3) and its INDC target
9952,UNEP-2015-8.txt, The figures do not attempt to comment on the ambition of either the 2020 pledges or the INDC targets
9953,UNEP-2015-8.txt," It is also important to note that the current policy trajectory scenarios, which attempt to reflect the most recent mitigation policies, differ from the baseline or ""business as usual"" scenarios employed by some countries, which typically assume that no new policies are adopted or implemented after a given cut-off year"
9954,UNEP-2015-8.txt,"
Figure 3"
9955,UNEP-2015-8.txt,"5 shows that the emissions from middle-income countries such as Mexico, Indonesia (only for conditional INDC), Brazil and South Korea are expected to peak before 2025"
9956,UNEP-2015-8.txt," Emissions of China and India are expected to peak by

2030 or later"
9957,UNEP-2015-8.txt, These countries have relatively high emission intensities due to carbon intensive economies
9958,UNEP-2015-8.txt, Emissions from most high-income countries have already peaked
9959,UNEP-2015-8.txt," The EU28 peaked around 1980, the Russian Federation around 1990, and in Canada, Japan, and the USA around 2005"
9960,UNEP-2015-8.txt,"
The emission levels as a result of INDCs show a decline in per capita emissions between 2010 and 2030, except for China, India and the Russian Federation (Figure 3"
9961,UNEP-2015-8.txt,"6)
All countries show a substantive reduction and convergence in emission intensity (emissions per GDP) by 2030 as a result

of their INDCs (Figure 3"
9962,UNEP-2015-8.txt," The largest reductions take place in countries with the highest emission intensities in 2010, such as Indonesia and China"
9963,UNEP-2015-8.txt,"
In addition, detailed findings for each of the above-mentioned countries are provided in Annex 1 to this report"
9964,UNEP-2015-8.txt," For each of these countries, Annex 1 includes a brief description of the elements of the INDC that have been considered by the modelling groups"
9965,UNEP-2015-8.txt, A discussion of the reasons for discrepancies between different data sources is included
9966,UNEP-2015-8.txt," Data is sourced from the global studies, the national studies and official government sources"
9967,UNEP-2015-8.txt,"

26 The Emissions Gap Report 2015 ­ The emissions gap in 2025 and 2030

3"
9968,UNEP-2015-8.txt,"6 Concluding remarks
A number of important policy implications can be drawn based on the assessment presented above"
9969,UNEP-2015-8.txt," First, due to the steep rate at which global emissions must decline after 2020 to be consistent with the 2°C scenario, the emissions gap grows rapidly over time"
9970,UNEP-2015-8.txt, This underscores the importance of enhanced early action to reduce emissions
9971,UNEP-2015-8.txt," Secondly, bearing in mind the emissions gap that remains even under the most optimistic assumptions about the INDCs, countries should not assume that these proposed contributions will be sufficient to meet agreed global objectives"
9972,UNEP-2015-8.txt," While an appropriate level of additional ambition would depend on equity considerations, in general, countries should expect that additional ambition will be necessary"
9973,UNEP-2015-8.txt, Failure to anticipate this could result in technological lock-in and stranded assets
9974,UNEP-2015-8.txt," Third, the INDC process has proven to elicit greater ambition from countries relative to a current policy trajectory"
9975,UNEP-2015-8.txt, Future calls for INDCs may therefore be successful in eliciting even greater ambition
9976,UNEP-2015-8.txt, Early calls to enhance ambition for the 2020 to 2030 timeframe can best address the need for enhanced early action
9977,UNEP-2015-8.txt,"
In this context the IPCC AR5 (IPCC, 2014) highlighted that if GHG emissions are above 55 GtCO2e in 2030, challenges of transitioning to low emission levels in line with 2°C in the

longer term will become particularly daunting (Figure 6"
9978,UNEP-2015-8.txt,32 in Clarke et al
9979,UNEP-2015-8.txt,", 2014)"
9980,UNEP-2015-8.txt, The challenges are much reduced if 2030 Kyoto-GHG emissions are kept below 50 GtCO2e (Clarke et al
9981,UNEP-2015-8.txt,", 2014), or even more so, to 42 GtCO2e in line with a leastcost 2°C pathway after 2020"
9982,UNEP-2015-8.txt,"
To sum up, this assessment of the aggregate effect of the INDCs on global total GHG emissions in 2025 and 2030 essentially tells two stories"
9983,UNEP-2015-8.txt," First, the INDCs do present a real increase in the levels of ambition compared to a projection of current policies; all global modelling analyses and scenarios based on country-specific data sources assessed, reached this conclusion"
9984,UNEP-2015-8.txt," Secondly, however, the ambitions are far from sufficient, and the emissions gap in 2030 is very significant"
9985,UNEP-2015-8.txt," Unless ambition is raised rapidly, the projected emission levels resulting from the INDCs are likely to lead to a path that at best will be consistent with an increase in global average temperature of below 3oC in 2100"
9986,UNEP-2015-8.txt," If considering unconditional INDC levels only, the projected temperature increase is closer to below 3"
9987,UNEP-2015-8.txt," Taking uncertainty ranges into account, the emission level estimates under full implementation of both unconditional and conditional INDCs become most consistent with long-term scenarios that limit global average temperature increase to below 3-3"
9988,UNEP-2015-8.txt,5°C by the end of the century with >66 per cent chance
9989,UNEP-2015-8.txt,"1 Introduction
The INDCs represent a real increase in the level of mitigation ambition compared to a continuation of current policies"
9990,UNEP-2015-8.txt," However, as Chapter 3 illustrates, even with combined implementation of unconditional and conditional INDCs, the emissions gap in 2030 is estimated to be in the order of 12 GtCO2e"
9991,UNEP-2015-8.txt,"
The central question is then if and how this emissions gap can be narrowed and potentially bridged?
This second part of the Emissions Gap Report explores some of the answers to this question"
9992,UNEP-2015-8.txt," Assessing the most recent literature, it sets off by providing an overview of key issues and opportunities for narrowing and potentially bridging the emissions gap in 2030 in this chapter"
9993,UNEP-2015-8.txt," These opportunities include:
· Establishing a dynamic framework under the Paris Agreement to drive continuous strengthening of mitigation ambition and ensure efficient implementation of the agreement
· Boosting pre-2020 mitigation action to reduce mitigation costs, avoid lock-in and maintain a possibility of staying below 1"
9994,UNEP-2015-8.txt,"5°C by 2100
· Introducing, replicating and scaling up good practice mitigation action, enabling countries to overachieve on their INDCs and bring about a transition to a low carbon economy
· Full integration of development and climate cobenefits in policies, planning and action"
9995,UNEP-2015-8.txt,"
This is followed by 2 chapters providing in-depth assessment of opportunities to further tap into emission reduction potentials in one cross-cutting area, International Cooperative Initiatives (Chapter 5), and for one sector, forestry (Chapter 6)"
9996,UNEP-2015-8.txt,"2 Ensuring coherence, synergy and complementarity between climate change, economic growth and sustainable development
A deeper understanding and recognition of the interdependency between climate change, economic growth and sustainable development has emerged over the past decade"
9997,UNEP-2015-8.txt," The Sustainable Development Goals (SDGs) recently adopted in New York by Heads of State of all member states of the United Nations (UN, 2015a) (see also Chapter 1) are an exemplification of this recognition"
9998,UNEP-2015-8.txt," The SDG process explicitly recommends prioritizing coherence, co-benefits, and complementarity between a climate change agreement under the UNFCCC and the SDGs"
9999,UNEP-2015-8.txt,"
The interrelationships between climate and development are demonstrated in the SDGs and the Fifth Assessment Report by the Intergovernmental Panel on Climate Change (IPCC, 2014a, 2014b)"
10000,UNEP-2015-8.txt," Similarly linkages between economic growth, sustainable development and climate change are echoed across the recent literature (GGBP, 2014; Ansuategi et al"
10001,UNEP-2015-8.txt,", 2015; GCEC 2015a, 2015b; IEA, 2015a, 2015b)"
10002,UNEP-2015-8.txt," A briefing paper prepared for the United Nations Sustainable Development Summit in New York earlier this year states that ""Progress towards many SDGs will be affected, overwhelmingly negatively, by climate change (for example food security, water scarcity and water related disasters, poverty and livelihoods, health, and the well-being of ocean and terrestrial ecosystems)"" (UN, 2015a, p"
10003,UNEP-2015-8.txt," At the same time, ""["
10004,UNEP-2015-8.txt,"] significant progress on many SDGs can contribute to tackling climate change (including sustainable energy, infrastructure and industrialization, sustainable consumption and production, sustainable agriculture and sustainable cities)"" (UN, 2015a, p"
